Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Acres_seeded
Barley,Peaty,5.5,17.90752848,80,11.5476843,55,45,35,45.97292945,22.5,54
Soybean,Loamy,6.5,13.6769624,80,6.446883119,63,60,55,28.80515887,59.33333333,41
Corn,Clay,6.25,18.29319818,80,3.524690633,72,55,40,54.39033197,48.70833333,43
Rice,Clay,6.25,27.49310214,72.50689786,11.07619704,78,60,44,73.97583094,53.08333333,8
Soybean,Loamy,6.5,17.13274036,80,10.48997016,63,60,55,52.70618799,59.33333333,73
Corn,Peaty,5.5,29.27030369,70.72969631,9.038944473,66,49.5,35,3.738747755,25.08333333,14
Soybean,Clay,6.25,26.94538919,73.05461081,9.908959941,54,50,44,22.9227014,43.16666667,51
Corn,Sandy,6.75,21.65883411,78.34116589,12.54918667,60,44,30,59.61007406,39.08333333,21
Barley,Peaty,5.5,19.54542995,80,11.0507515,55,45,35,42.94560071,22.5,67
Soybean,Sandy,6.75,21.01453799,78.98546201,10.87448899,45,40,33,41.85346863,34.41666667,95
Corn,Clay,6.25,28.39829802,71.60170198,8.6181412,72,55,40,12.52460199,48.70833333,19
Barley,Peaty,5.5,14.58093501,80,12.1218797,55,45,35,23.79382012,22.5,13
Soybean,Loamy,6.5,14.21774971,80,12.96509594,63,60,55,37.57866912,59.33333333,13
Corn,Clay,6.25,24.69168936,75.30831064,5.345429188,72,55,40,38.67078133,48.70833333,62
Rice,Clay,6.25,19.30707369,80,7.449217085,78,60,44,32.78697558,53.08333333,45
Barley,Clay,6.25,23.95780532,76.04219468,13.31198022,60,50,40,50.29822715,43.75,38
Soybean,Peaty,5.5,16.35022917,80,6.51420732,49.5,45,38.5,37.50525099,22.16666667,18
Corn,Peaty,5.5,20.38844425,79.61155575,8.339804372,66,49.5,35,55.01941142,25.08333333,46
Barley,Sandy,6.75,21.08889217,78.91110783,13.4418523,50,40,30,52.99220594,35,66
Soybean,Peaty,5.5,18.17031442,80,5.841306696,49.5,45,38.5,47.79159329,22.16666667,6
Soybean,Sandy,6.75,23.67380417,76.32619583,12.66595756,45,40,33,35.64363105,34.41666667,34
Corn,Sandy,6.75,15.75649118,80,12.31980431,60,44,30,33.50370487,39.08333333,79
Rice,Peaty,5.5,18.37435737,80,4.768157322,71.5,54,38.5,22.27017886,27.33333333,56
Soybean,Sandy,6.75,25.75598485,74.24401515,14.90881776,45,40,33,20.70949901,34.41666667,9
Corn,Clay,6.25,20.11825639,79.88174361,13.2191068,72,55,40,77.8582014,48.70833333,66
Rice,Loamy,6.5,17.2172232,80,10.89851554,91,72,55,24.91322716,72.66666667,15
Barley,Clay,6.25,14.27843029,80,12.73615074,60,50,40,28.39165111,43.75,83
Soybean,Loamy,6.5,27.66032205,72.33967795,15.73158808,63,60,55,17.55468509,59.33333333,86
Rice,Loamy,6.5,23.16572549,76.83427451,14.02547893,91,72,55,97.51753005,72.66666667,39
Barley,Loamy,6.5,21.37005826,78.62994174,13.17707464,70,60,50,83.94103926,60,94
Soybean,Clay,6.25,26.33159528,73.66840472,6.50804446,54,50,44,26.03581025,43.16666667,89
Barley,Peaty,5.5,17.41125119,80,9.313326522,55,45,35,36.0086332,22.5,11
Soybean,Sandy,6.75,19.12447241,80,8.946062802,45,40,33,51.88920253,34.41666667,41
Corn,Loamy,6.5,25.82837333,74.17162667,7.736706291,84,66,50,43.98797735,66.66666667,78
Rice,Peaty,5.5,22.43613392,77.56386608,9.045375795,71.5,54,38.5,51.21419252,27.33333333,15
Barley,Loamy,6.5,28.89291051,71.10708949,13.15889845,70,60,50,10.35230933,60,34
Soybean,Loamy,6.5,18.18964199,80,11.16313913,63,60,55,67.19487928,59.33333333,30
Corn,Clay,6.25,17.35572512,80,6.783166286,72,55,40,50.71951959,48.70833333,62
Soybean,Loamy,6.5,26.11405053,73.88594947,9.579082264,63,60,55,30.38838791,59.33333333,52
Corn,Loamy,6.5,21.69237451,78.30762549,9.284104441,84,66,50,84.17769525,66.66666667,97
Barley,Peaty,5.5,25.31857999,74.68142001,8.505359791,55,45,35,23.68454844,22.5,15
Soybean,Sandy,6.75,14.21815208,80,5.817868493,45,40,33,21.03831717,34.41666667,28
Barley,Sandy,6.75,25.53128884,74.46871116,6.35364185,50,40,30,23.85646586,35,53
Soybean,Clay,6.25,23.66439062,76.33560938,13.23236704,54,50,44,46.113296,43.16666667,80
Barley,Clay,6.25,24.50213774,75.49786226,10.38078677,60,50,40,44.81496456,43.75,51
Corn,Loamy,6.5,22.39237947,77.60762053,13.42627174,84,66,50,61.76808046,66.66666667,94
Barley,Loamy,6.5,21.35830547,78.64169453,4.254430314,70,60,50,75.55801347,60,87
Soybean,Clay,6.25,25.86557076,74.13442924,11.87958534,54,50,44,28.86223553,43.16666667,36
Corn,Clay,6.25,26.04789559,73.95210441,13.55188755,72,55,40,34.07574325,48.70833333,50
Rice,Sandy,6.75,19.03401205,80,8.320717888,65,48,33,22.22469605,42.58333333,6
Barley,Sandy,6.75,22.03551411,77.96448589,9.749808744,50,40,30,44.28710132,35,12
Soybean,Peaty,5.5,16.72331499,80,4.326481491,49.5,45,38.5,36.25196729,22.16666667,80
Corn,Peaty,5.5,19.47761882,80,7.479281624,66,49.5,35,52.64932827,25.08333333,81
Barley,Loamy,6.5,22.93787193,77.06212807,7.22643889,70,60,50,59.0430173,60,61
Soybean,Loamy,6.5,21.95571306,78.04428694,5.603403762,63,60,55,86.19938395,59.33333333,88
Barley,Clay,6.25,15.39634443,80,11.88067895,60,50,40,34.99815952,43.75,54
Soybean,Peaty,5.5,19.79560262,80,8.602905992,49.5,45,38.5,47.42176433,22.16666667,33
Corn,Peaty,5.5,16.60123248,80,13.25037291,66,49.5,35,38.88261948,25.08333333,66
Barley,Sandy,6.75,17.905368,80,10.25630218,50,40,30,41.32987768,35,56
Soybean,Clay,6.25,23.35890434,76.64109566,5.590988674,54,50,44,46.70307565,43.16666667,82
Corn,Peaty,5.5,24.62207963,75.37792037,12.0337757,66,49.5,35,32.14609402,25.08333333,60
Rice,Loamy,6.5,19.69914221,80,9.625771065,91,72,55,53.11776825,72.66666667,11
Barley,Clay,6.25,22.27456589,77.72543411,9.692647826,60,50,40,61.50125182,43.75,42
Soybean,Peaty,5.5,17.96940659,80,7.786678612,49.5,45,38.5,44.92710145,22.16666667,8
Corn,Peaty,5.5,23.55795981,76.44204019,9.632989913,66,49.5,35,42.45889616,25.08333333,80
Rice,Loamy,6.5,20.65871523,79.34128477,5.527018845,91,72,55,77.62063059,72.66666667,28
Soybean,Peaty,5.5,11.45580614,80,8.753511234,49.5,45,38.5,7.61354912,22.16666667,76
Corn,Sandy,6.75,24.16789711,75.83210289,12.58412042,60,44,30,39.23179279,39.08333333,38
Rice,Loamy,6.5,23.72243317,76.27756683,11.07968499,91,72,55,85.2815052,72.66666667,1
Soybean,Clay,6.25,17.80040816,80,11.73161597,54,50,44,60.40713019,43.16666667,86
Corn,Clay,6.25,18.34165307,80,8.762999262,72,55,40,62.92052687,48.70833333,13
Rice,Peaty,5.5,15.47121939,80,6.528032384,71.5,54,38.5,2.953464295,27.33333333,2
Barley,Clay,6.25,21.87005525,78.12994475,9.383774141,60,50,40,54.64523277,43.75,95
Soybean,Sandy,6.75,19.26074349,80,9.856947004,45,40,33,45.81313389,34.41666667,87
Corn,Loamy,6.5,28.86838865,71.13161135,6.62463906,84,66,50,9.432758759,66.66666667,44
Barley,Clay,6.25,24.72176664,75.27823336,5.075293907,60,50,40,39.6881575,43.75,21
Corn,Clay,6.25,14.64693564,80,8.250405185,72,55,40,39.59549011,48.70833333,85
Rice,Sandy,6.75,21.7409725,78.2590275,11.10774964,65,48,33,47.41836699,42.58333333,4
Barley,Peaty,5.5,16.52571983,80,13.12485556,55,45,35,37.07355805,22.5,38
Soybean,Clay,6.25,15.6332465,80,10.13272963,54,50,44,38.78305741,43.16666667,76
Rice,Sandy,6.75,23.86517296,76.13482704,6.793030265,65,48,33,56.47825179,42.58333333,8
Barley,Sandy,6.75,12.19049798,80,9.255585499,50,40,30,14.6133974,35,18
Soybean,Sandy,6.75,19.28102313,80,8.802924684,45,40,33,41.48430622,34.41666667,52
Barley,Loamy,6.5,19.51493502,80,11.67840445,70,60,50,64.99586698,60,69
Soybean,Loamy,6.5,20.59273131,79.40726869,4.508538837,63,60,55,91.47573744,59.33333333,89
Corn,Clay,6.25,11.93406759,80,8.955799211,72,55,40,14.85094517,48.70833333,77
Barley,Peaty,5.5,22.36569653,77.63430347,10.07788461,55,45,35,35.17575888,22.5,55
Soybean,Clay,6.25,27.53412964,72.46587036,8.640264639,54,50,44,17.54430858,43.16666667,58
Corn,Loamy,6.5,23.29086938,76.70913062,9.89901643,84,66,50,69.52177283,66.66666667,1
Rice,Loamy,6.5,18.88988822,80,12.41951777,91,72,55,46.68275453,72.66666667,2
Soybean,Sandy,6.75,15.93430924,80,9.673454658,45,40,33,32.40721762,34.41666667,50
Rice,Clay,6.25,28.34820732,71.65179268,8.33528571,78,60,44,58.63780852,53.08333333,56
Barley,Peaty,5.5,16.50187107,80,10.31199819,55,45,35,37.87682414,22.5,5
Soybean,Peaty,5.5,28.72667103,71.27332897,10.46458646,49.5,45,38.5,6.843004564,22.16666667,78
Corn,Sandy,6.75,23.38187675,76.61812325,10.87483681,60,44,30,45.4137704,39.08333333,46
Rice,Peaty,5.5,18.76147795,80,12.15422297,71.5,54,38.5,20.92891401,27.33333333,37
Barley,Loamy,6.5,21.74892788,78.25107212,14.0989375,70,60,50,91.56775552,60,33
Soybean,Loamy,6.5,15.8667734,80,10.03075797,63,60,55,53.51669902,59.33333333,92
Barley,Loamy,6.5,26.95792556,73.04207444,9.590064222,70,60,50,25.10725765,60,89
Soybean,Clay,6.25,22.4034165,77.5965835,6.837789718,54,50,44,57.44214189,43.16666667,6
Corn,Clay,6.25,12.70857246,80,4.478313194,72,55,40,21.89097321,48.70833333,45
Barley,Peaty,5.5,16.11571509,80,9.069439003,55,45,35,35.02995462,22.5,45
Soybean,Peaty,5.5,14.00723836,80,9.624769364,49.5,45,38.5,22.2152698,22.16666667,13
Corn,Sandy,6.75,11.85433575,80,13.59597255,60,44,30,13.5967102,39.08333333,3
Rice,Peaty,5.5,27.04711688,72.95288312,8.829348389,71.5,54,38.5,54.99030724,27.33333333,35
Barley,Peaty,5.5,16.18991774,80,7.560981938,55,45,35,30.54440717,22.5,5
Soybean,Peaty,5.5,19.45676832,80,8.832029873,49.5,45,38.5,51.54440884,22.16666667,48
Rice,Peaty,5.5,25.00495882,74.99504118,10.21462077,71.5,54,38.5,65.1354807,27.33333333,51
Barley,Peaty,5.5,18.51397231,80,9.79576622,55,45,35,40.13589273,22.5,8
Soybean,Peaty,5.5,16.24098638,80,10.78452194,49.5,45,38.5,28.96912186,22.16666667,66
Corn,Sandy,6.75,25.49146886,74.50853114,10.79272898,60,44,30,24.54209304,39.08333333,93
Rice,Peaty,5.5,21.03564753,78.96435247,8.556079432,71.5,54,38.5,40.06394048,27.33333333,25
Barley,Peaty,5.5,13.30787864,80,11.49230326,55,45,35,19.50594316,22.5,95
Soybean,Peaty,5.5,21.53427773,78.46572227,6.679026924,49.5,45,38.5,39.35985443,22.16666667,52
Corn,Peaty,5.5,16.3239446,80,7.442691109,66,49.5,35,31.55501943,25.08333333,84
Barley,Clay,6.25,21.62438641,78.37561359,8.94191578,60,50,40,62.80006879,43.75,18
Corn,Peaty,5.5,28.90714876,71.09285124,5.97995325,66,49.5,35,5.915594076,25.08333333,10
Barley,Clay,6.25,15.79892215,80,7.107916294,60,50,40,40.89011838,43.75,99
Soybean,Sandy,6.75,18.37901753,80,9.726037471,45,40,33,40.68724538,34.41666667,95
Barley,Clay,6.25,22.31823656,77.68176344,6.79139423,60,50,40,52.35228569,43.75,55
Soybean,Clay,6.25,16.34816922,80,9.340648722,54,50,44,48.48138114,43.16666667,15
Corn,Sandy,6.75,14.22765486,80,14.22192039,60,44,30,26.91922432,39.08333333,64
Rice,Peaty,5.5,22.88757602,77.11242398,16.3175313,71.5,54,38.5,55.19948843,27.33333333,16
Barley,Peaty,5.5,18.78016453,80,7.095171351,55,45,35,60.57596476,22.5,48
Barley,Peaty,5.5,17.77666768,80,9.774585272,55,45,35,37.34670413,22.5,11
Soybean,Sandy,6.75,17.43027176,80,12.78786953,45,40,33,49.15934043,34.41666667,11
Barley,Clay,6.25,20.06822077,79.93177923,10.08879857,60,50,40,59.98042946,43.75,31
Soybean,Clay,6.25,24.37719255,75.62280745,14.06526519,54,50,44,39.66470142,43.16666667,44
Corn,Loamy,6.5,22.60614428,77.39385572,13.94734112,84,66,50,67.53614916,66.66666667,53
Rice,Loamy,6.5,17.67736972,80,8.256461855,91,72,55,29.16803747,72.66666667,44
Soybean,Loamy,6.5,18.55011943,80,16.63909688,63,60,55,78.56090101,59.33333333,39
Corn,Loamy,6.5,23.64486882,76.35513118,8.747000866,84,66,50,64.99847464,66.66666667,1
Barley,Clay,6.25,21.78599158,78.21400842,6.889844886,60,50,40,60.89493964,43.75,53
Soybean,Sandy,6.75,20.21262357,79.78737643,6.420081159,45,40,33,51.03577742,34.41666667,51
Corn,Peaty,5.5,16.68962238,80,8.320032563,66,49.5,35,40.47147761,25.08333333,49
Rice,Loamy,6.5,21.34604763,78.65395237,7.124345133,91,72,55,66.27914518,72.66666667,34
Barley,Sandy,6.75,22.46938011,77.53061989,13.85047746,50,40,30,42.90458484,35,50
Soybean,Clay,6.25,28.13446694,71.86553306,10.3145051,54,50,44,13.32372085,43.16666667,13
Corn,Sandy,6.75,24.0521643,75.9478357,10.19474718,60,44,30,37.73351544,39.08333333,68
Barley,Loamy,6.5,16.01575967,80,10.44104564,70,60,50,54.49719637,60,73
Soybean,Sandy,6.75,18.23554816,80,13.65508741,45,40,33,48.23328295,34.41666667,20
Barley,Peaty,5.5,24.70475623,75.29524377,6.233879316,55,45,35,31.46802867,22.5,47
Soybean,Sandy,6.75,24.63700248,75.36299752,6.979149573,45,40,33,32.68335684,34.41666667,7
Corn,Sandy,6.75,15.56504312,80,8.301656298,60,44,30,33.70617992,39.08333333,54
Barley,Loamy,6.5,17.55545569,80,10.95815842,70,60,50,69.57743109,60,37
Soybean,Sandy,6.75,12.8197572,80,8.153656399,45,40,33,14.95950227,34.41666667,28
Barley,Loamy,6.5,20.8030217,79.1969783,12.11167115,70,60,50,73.40446403,60,18
Soybean,Loamy,6.5,27.65109402,72.34890598,13.77923595,63,60,55,22.8475039,59.33333333,82
Corn,Peaty,5.5,19.79068261,80,6.760080264,66,49.5,35,54.26620047,25.08333333,11
Barley,Sandy,6.75,18.02070202,80,8.146393789,50,40,30,47.10795104,35,95
Soybean,Loamy,6.5,18.8922408,80,11.85627474,63,60,55,85.85549451,59.33333333,94
Barley,Loamy,6.5,14.86024233,80,11.48602619,70,60,50,44.2589723,60,11
Corn,Loamy,6.5,13.46761993,80,7.87685421,84,66,50,31.29512383,66.66666667,96
Soybean,Loamy,6.5,14.74147062,80,12.15248724,63,60,55,40.93774566,59.33333333,88
Barley,Sandy,6.75,12.34763609,80,9.102103014,50,40,30,13.41803514,35,19
Soybean,Peaty,5.5,28.26904981,71.73095019,12.31372898,49.5,45,38.5,8.263956033,22.16666667,18
Rice,Peaty,5.5,19.63988173,80,14.78961456,71.5,54,38.5,28.28453613,27.33333333,20
Barley,Peaty,5.5,16.76499217,80,10.8826862,55,45,35,42.58613688,22.5,56
Soybean,Loamy,6.5,15.92725322,80,8.152187777,63,60,55,54.45226587,59.33333333,23
Barley,Loamy,6.5,15.04236637,80,5.725955272,70,60,50,42.76905629,60,48
Soybean,Sandy,6.75,12.80943568,80,9.511642068,45,40,33,17.19686248,34.41666667,7
Corn,Loamy,6.5,17.38046049,80,11.9220371,84,66,50,74.33351258,66.66666667,12
Soybean,Peaty,5.5,12.86429322,80,14.06960483,49.5,45,38.5,14.85636738,22.16666667,28
Corn,Sandy,6.75,10.60832752,80,9.515276287,60,44,30,3.772137047,39.08333333,43
Barley,Sandy,6.75,14.68033677,80,7.028669539,50,40,30,26.56512889,35,97
Soybean,Clay,6.25,12.74342126,80,10.35094178,54,50,44,19.92261331,43.16666667,41
Corn,Peaty,5.5,18.86371023,80,12.94966318,66,49.5,35,52.55683673,25.08333333,52
Barley,Clay,6.25,20.47525722,79.52474278,12.75406496,60,50,40,63.41620549,43.75,1
Barley,Loamy,6.5,10.96908528,80,15.70579409,70,60,50,9.540851627,60,28
Corn,Sandy,6.75,16.20884918,80,9.104087733,60,44,30,40.15779057,39.08333333,90
Barley,Peaty,5.5,14.18444265,80,15.3564222,55,45,35,23.34483905,22.5,92
Corn,Sandy,6.75,13.30181565,80,8.096127019,60,44,30,20.24930354,39.08333333,20
Corn,Loamy,6.5,12.73182981,80,6.963622937,84,66,50,24.14941468,66.66666667,72
Barley,Peaty,5.5,23.09791832,76.90208168,10.34671608,55,45,35,37.77022271,22.5,18
Corn,Loamy,6.5,17.37346806,80,8.515761345,84,66,50,64.32927033,66.66666667,67
Barley,Loamy,6.5,13.23549117,80,5.904936842,70,60,50,32.6429595,60,62
Barley,Loamy,6.5,12.72263466,80,15.38625845,70,60,50,23.60871425,60,44
Barley,Sandy,6.75,17.03140737,80,11.41185914,50,40,30,33.3800497,35,82
Rice,Clay,6.25,17.74596029,80,6.175827182,78,60,44,23.93347675,53.08333333,17
Soybean,Loamy,6.5,20.44430643,79.55569357,10.88958431,63,60,55,71.66768307,59.33333333,12
Corn,Sandy,6.75,21.34485136,78.65514864,9.915254924,60,44,30,64.65426826,39.08333333,37
Barley,Peaty,5.5,16.0140878,80,11.81502892,55,45,35,30.49108925,22.5,60
Soybean,Clay,6.25,12.83355303,80,12.01552406,54,50,44,18.30615102,43.16666667,6
Rice,Loamy,6.5,22.90791173,77.09208827,12.99628746,91,72,55,86.71162513,72.66666667,15
Barley,Sandy,6.75,15.40252878,80,12.61390472,50,40,30,33.57251883,35,67
Soybean,Sandy,6.75,11.24481411,80,10.31954417,45,40,33,7.125469441,34.41666667,93
Corn,Sandy,6.75,14.08599411,80,8.271164723,60,44,30,26.5720642,39.08333333,39
Barley,Loamy,6.5,23.45669159,76.54330841,11.63172045,70,60,50,65.72399868,60,10
Corn,Clay,6.25,13.41667332,80,11.53703568,72,55,40,29.80642414,48.70833333,73
Barley,Clay,6.25,14.02360055,80,8.593289472,60,50,40,29.68952023,43.75,31
Corn,Clay,6.25,16.97084395,80,13.18248788,72,55,40,45.9212678,48.70833333,86
Barley,Loamy,6.5,17.57166066,80,10.30099552,70,60,50,66.50073627,60,52
Soybean,Peaty,5.5,28.35663669,71.64336331,7.578865212,49.5,45,38.5,8.463230431,22.16666667,82
Soybean,Peaty,5.5,13.08596495,80,5.74024514,49.5,45,38.5,18.56539036,22.16666667,5
Soybean,Clay,6.25,20.40450766,79.59549234,7.825706526,54,50,44,72.24990838,43.16666667,28
Rice,Peaty,5.5,16.47651671,80,6.863549711,71.5,54,38.5,9.281978846,27.33333333,31
Barley,Peaty,5.5,15.52962047,80,15.42847891,55,45,35,29.04929975,22.5,41
Barley,Peaty,5.5,14.92837682,80,8.358323889,55,45,35,21.80530108,22.5,86
Corn,Sandy,6.75,15.75354803,80,9.352616687,60,44,30,31.53875445,39.08333333,48
Barley,Loamy,6.5,16.96727318,80,6.469522721,70,60,50,69.68637449,60,89
Corn,Sandy,6.75,14.55166949,80,7.419692053,60,44,30,29.4839333,39.08333333,81
Barley,Loamy,6.5,10.02016811,80,7.011034253,70,60,50,0.170181793,60,36
Soybean,Loamy,6.5,12.58585549,80,12.33830092,63,60,55,20.9820699,59.33333333,78
Rice,Peaty,5.5,16.61672126,80,9.519123814,71.5,54,38.5,11.54450283,27.33333333,22
Soybean,Loamy,6.5,13.001797,80,12.37655496,63,60,55,28.16296324,59.33333333,80
Soybean,Loamy,6.5,11.59575749,80,9.431345022,63,60,55,13.31290854,59.33333333,9
Rice,Sandy,6.75,17.20360527,80,10.35312486,65,48,33,15.71551914,42.58333333,47
Soybean,Clay,6.25,17.13454452,80,11.01922435,54,50,44,51.5369699,43.16666667,38
Corn,Clay,6.25,13.59002369,80,12.79801478,72,55,40,28.18947391,48.70833333,90
Barley,Peaty,5.5,17.82510985,80,12.24482009,55,45,35,40.75991476,22.5,55
Soybean,Loamy,6.5,20.73115176,79.26884824,10.18636586,63,60,55,93.78360862,59.33333333,81
Corn,Clay,6.25,14.37214826,80,5.112486352,72,55,40,29.77468474,48.70833333,56
Barley,Clay,6.25,16.55567971,80,10.00678089,60,50,40,52.89466927,43.75,12
Corn,Loamy,6.5,10.04837776,80,8.438446805,84,66,50,0.442889368,66.66666667,69
Soybean,Sandy,6.75,11.2847454,80,14.86049487,45,40,33,7.167345647,34.41666667,42
Corn,Loamy,6.5,19.42364792,80,10.23529267,84,66,50,87.47320946,66.66666667,60
Barley,Peaty,5.5,15.96390093,80,15.02756609,55,45,35,32.03764775,22.5,22
Soybean,Clay,6.25,22.3551441,77.6448559,7.644255978,54,50,44,55.80211389,43.16666667,28
Rice,Peaty,5.5,16.07889763,80,7.290592427,71.5,54,38.5,6.453231262,27.33333333,47
Barley,Loamy,6.5,13.80030361,80,5.844764183,70,60,50,32.28897694,60,39
Soybean,Loamy,6.5,10.13216859,80,8.131179681,63,60,55,1.065184813,59.33333333,5
Corn,Sandy,6.75,26.74945928,73.25054072,11.10241298,60,44,30,23.36503626,39.08333333,92
Soybean,Loamy,6.5,20.5806075,79.4193925,10.12502847,63,60,55,92.43890949,59.33333333,98
Rice,Clay,6.25,19.45397282,80,12.05361857,78,60,44,35.41527556,53.08333333,17
Barley,Sandy,6.75,10.50084152,80,5.802252423,50,40,30,2.839885938,35,27
Corn,Loamy,6.5,14.6551034,80,10.07229992,84,66,50,50.3734259,66.66666667,97
Barley,Sandy,6.75,18.01352347,80,8.877934169,50,40,30,45.02241611,35,75
Soybean,Sandy,6.75,13.55572238,80,10.8035778,45,40,33,20.39884167,34.41666667,31
Barley,Loamy,6.5,11.92036285,80,13.81804226,70,60,50,16.56413864,60,79
Soybean,Sandy,6.75,21.77860031,78.22139969,7.676959942,45,40,33,39.62296009,34.41666667,38
Corn,Clay,6.25,19.13345914,80,9.114064259,72,55,40,76.83066995,48.70833333,76
Barley,Sandy,6.75,21.00740236,78.99259764,5.949036261,50,40,30,38.39592824,35,59
Soybean,Sandy,6.75,25.71499363,74.28500637,8.205023984,45,40,33,25.28485529,34.41666667,90
Barley,Clay,6.25,19.80987664,80,11.23742223,60,50,40,68.04821184,43.75,97
Soybean,Clay,6.25,22.54793825,77.45206175,7.833868795,54,50,44,46.94788144,43.16666667,12
Corn,Loamy,6.5,15.93007221,80,9.849465495,84,66,50,57.29220419,66.66666667,30
Barley,Sandy,6.75,10.13599678,80,10.54619728,50,40,30,0.707755995,35,50
Soybean,Clay,6.25,17.30043997,80,14.95667265,54,50,44,44.86023428,43.16666667,33
Corn,Loamy,6.5,14.8525819,80,9.813769733,84,66,50,53.06696207,66.66666667,24
Barley,Loamy,6.5,21.89068682,78.10931318,5.59513074,70,60,50,81.34004093,60,100
Soybean,Loamy,6.5,14.5871876,80,12.18022368,63,60,55,42.70241848,59.33333333,97
Rice,Clay,6.25,18.80380981,80,7.503066987,78,60,44,33.94341585,53.08333333,53
Barley,Loamy,6.5,15.52007472,80,4.086433695,70,60,50,46.54959078,60,35
Soybean,Peaty,5.5,24.49716131,75.50283869,8.859477895,49.5,45,38.5,30.33449542,22.16666667,52
Corn,Clay,6.25,11.01769347,80,9.867363802,72,55,40,7.322482336,48.70833333,13
Rice,Peaty,5.5,22.72107164,77.27892836,9.937499103,71.5,54,38.5,54.96684061,27.33333333,2
Barley,Sandy,6.75,16.50495287,80,12.89214507,50,40,30,40.82871104,35,88
Soybean,Loamy,6.5,16.01946441,80,12.45289575,63,60,55,46.85728841,59.33333333,89
Barley,Sandy,6.75,13.83165629,80,8.743782798,50,40,30,21.90394201,35,85
Soybean,Sandy,6.75,18.49088128,80,5.854225001,45,40,33,55.64620555,34.41666667,5
Rice,Peaty,5.5,19.17715419,80,12.79080964,71.5,54,38.5,26.67891057,27.33333333,28
Soybean,Clay,6.25,15.31038171,80,8.258765512,54,50,44,36.13554864,43.16666667,45
Corn,Clay,6.25,17.38236174,80,11.00697607,72,55,40,63.06427987,48.70833333,31
Barley,Peaty,5.5,16.76789059,80,14.25640031,55,45,35,42.33622956,22.5,28
Soybean,Loamy,6.5,12.97994682,80,11.7453248,63,60,55,27.99318312,59.33333333,83
Corn,Loamy,6.5,17.30589039,80,13.74694866,84,66,50,80.4655503,66.66666667,46
Barley,Peaty,5.5,12.32831746,80,5.7935668,55,45,35,12.93643496,22.5,6
Soybean,Peaty,5.5,10.32109969,80,14.7753185,49.5,45,38.5,1.968916111,22.16666667,90
Barley,Peaty,5.5,19.57437627,80,9.494868134,55,45,35,54.02672251,22.5,94
